#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
SERPINB5	MYEOV	9606.ENSP00000372221	9606.ENSP00000308330	0	0	0	0	0.076	0	0	0.642	0.655
SERPINB5	KRT17	9606.ENSP00000372221	9606.ENSP00000308452	0	0	0	0	0.301	0	0	0.400	0.563
SERPINB5	NME1	9606.ENSP00000372221	9606.ENSP00000337060	0	0	0	0	0.048	0	0	0.436	0.440
SERPINB5	TRIM29	9606.ENSP00000372221	9606.ENSP00000343129	0	0	0	0	0.530	0	0	0.042	0.531
SERPINB5	DSC3	9606.ENSP00000372221	9606.ENSP00000353608	0	0	0	0	0.160	0	0	0.315	0.400
SERPINB5	S100A2	9606.ENSP00000372221	9606.ENSP00000357697	0	0	0	0	0.214	0	0	0.290	0.418
SERPINB5	MMP9	9606.ENSP00000372221	9606.ENSP00000361405	0	0	0	0	0	0.056	0	0.428	0.437
SERPINB5	PLAU	9606.ENSP00000372221	9606.ENSP00000361850	0	0	0	0	0	0.120	0	0.661	0.689
SERPINB5	FOXP3	9606.ENSP00000372221	9606.ENSP00000365380	0	0	0	0	0	0.057	0	0.560	0.567
SERPINB5	IL2RA	9606.ENSP00000372221	9606.ENSP00000369293	0	0	0	0	0	0	0	0.553	0.553
SERPINB5	KRT6A	9606.ENSP00000372221	9606.ENSP00000369317	0	0	0	0	0.343	0	0	0.176	0.436
SERPINB5	CDKN2A	9606.ENSP00000372221	9606.ENSP00000418915	0	0	0	0	0	0.056	0	0.391	0.400
SERPINB5	CD19	9606.ENSP00000372221	9606.ENSP00000437940	0	0	0	0	0	0	0	0.421	0.420
SERPINB5	UHRF1	9606.ENSP00000372221	9606.ENSP00000479617	0	0	0	0	0	0	0	0.444	0.444
SERPINB5	SERPINA4	9606.ENSP00000372221	9606.ENSP00000450838	0	0	0.446	0.667	0	0.181	0	0.661	0.447
SERPINB5	MB	9606.ENSP00000372221	9606.ENSP00000380489	0	0	0	0	0	0	0	0.461	0.461
SEZ6L	NPTX2	9606.ENSP00000248933	9606.ENSP00000265634	0	0	0	0	0.156	0	0	0.321	0.402
SEZ6L	LRRN1	9606.ENSP00000248933	9606.ENSP00000314901	0	0	0	0	0.097	0	0	0.422	0.456
SEZ6L	NPTX1	9606.ENSP00000248933	9606.ENSP00000307549	0	0	0	0	0.285	0	0	0.286	0.468
SEZ6L	RUNDC3A	9606.ENSP00000248933	9606.ENSP00000410862	0	0	0	0	0.230	0	0	0.410	0.526
SEZ6L2	NPTX1	9606.ENSP00000481917	9606.ENSP00000307549	0	0	0	0	0.276	0	0	0.257	0.440
SEZ6L2	ASPHD1	9606.ENSP00000481917	9606.ENSP00000311447	0	0	0	0	0.327	0	0	0.888	0.921
SEZ6L2	PIP5KL1	9606.ENSP00000481917	9606.ENSP00000373399	0	0	0	0	0.064	0	0	0.457	0.470
SEZ6L2	SRRM3	9606.ENSP00000481917	9606.ENSP00000480851	0	0	0	0	0.419	0	0	0.165	0.494
SFXN1	NCAPG2	9606.ENSP00000316905	9606.ENSP00000387007	0	0	0	0	0.088	0	0	0.438	0.466
SFXN1	GJB1	9606.ENSP00000316905	9606.ENSP00000363134	0	0	0	0	0.062	0	0	0.512	0.524
SGK2	SPDEF	9606.ENSP00000340608	9606.ENSP00000363149	0	0	0	0	0	0	0	0.465	0.465
SGOL1	TRIP13	9606.ENSP00000263753	9606.ENSP00000166345	0	0	0	0	0.533	0.056	0	0.235	0.633
SGOL1	CDC6	9606.ENSP00000263753	9606.ENSP00000209728	0	0	0	0	0.651	0	0	0.246	0.725
SGOL1	CENPM	9606.ENSP00000263753	9606.ENSP00000215980	0	0	0	0	0.232	0.128	0	0.181	0.403
SGOL1	AURKA	9606.ENSP00000263753	9606.ENSP00000216911	0	0	0	0	0.868	0	0	0.369	0.913
SGOL1	RAD51AP1	9606.ENSP00000263753	9606.ENSP00000228843	0	0	0	0	0.445	0	0	0.073	0.464
SGOL1	NCAPH	9606.ENSP00000263753	9606.ENSP00000240423	0	0	0	0	0.651	0	0	0.264	0.732
SGOL1	DLGAP5	9606.ENSP00000263753	9606.ENSP00000247191	0	0	0	0	0.833	0	0	0.341	0.885
SGOL1	FAM64A	9606.ENSP00000263753	9606.ENSP00000250056	0	0	0	0	0.245	0	0	0.238	0.400
SGOL1	NCAPG	9606.ENSP00000263753	9606.ENSP00000251496	0	0	0	0	0.668	0	0	0.325	0.766
SGOL1	CCNB1	9606.ENSP00000263753	9606.ENSP00000256442	0	0	0	0	0.717	0.057	0	0.393	0.823
SGOL1	TROAP	9606.ENSP00000263753	9606.ENSP00000257909	0	0	0	0	0.453	0	0	0.120	0.498
SGOL1	ESPL1	9606.ENSP00000263753	9606.ENSP00000257934	0	0	0	0	0.652	0	0	0.743	0.907
SGOL1	KIF23	9606.ENSP00000263753	9606.ENSP00000260363	0	0	0	0	0.524	0.061	0	0.266	0.644
SGOL1	KIF11	9606.ENSP00000263753	9606.ENSP00000260731	0	0	0	0	0.827	0.061	0	0.471	0.907
SGOL1	NDC80	9606.ENSP00000263753	9606.ENSP00000261597	0	0	0	0	0.853	0	0	0.560	0.933
SGOL1	CHTF18	9606.ENSP00000263753	9606.ENSP00000262315	0	0	0	0	0.234	0.070	0	0.248	0.417
SGOL1	KIF18A	9606.ENSP00000263753	9606.ENSP00000263181	0	0	0	0	0.542	0.061	0	0.374	0.707
SGOL1	ASF1B	9606.ENSP00000263753	9606.ENSP00000263382	0	0	0	0	0.815	0	0	0.188	0.843
SGOL1	CDC45	9606.ENSP00000263753	9606.ENSP00000405726	0	0	0	0	0.199	0	0	0.283	0.401
SGOL1	GTSE1	9606.ENSP00000263753	9606.ENSP00000415430	0	0	0	0	0.259	0	0	0.232	0.407
SGOL1	FOXM1	9606.ENSP00000263753	9606.ENSP00000342307	0	0	0	0	0.295	0.062	0	0.209	0.431
SGOL1	CHEK1	9606.ENSP00000263753	9606.ENSP00000388648	0	0	0	0	0.314	0	0	0.211	0.436
SGOL1	EXO1	9606.ENSP00000263753	9606.ENSP00000355506	0	0	0	0	0.384	0	0	0.128	0.439
SGOL1	DDX11	9606.ENSP00000263753	9606.ENSP00000440402	0	0	0	0	0.065	0	0	0.428	0.442
SGOL1	CENPL	9606.ENSP00000263753	9606.ENSP00000348527	0	0	0	0	0.105	0	0	0.407	0.447
SGOL1	DSCC1	9606.ENSP00000263753	9606.ENSP00000322180	0	0	0	0	0.344	0	0	0.193	0.447
SGOL1	PARPBP	9606.ENSP00000263753	9606.ENSP00000332915	0	0	0	0	0.447	0	0	0	0.447
SGOL1	FIGNL1	9606.ENSP00000263753	9606.ENSP00000410811	0	0	0	0	0.293	0.057	0	0.258	0.462
SGOL1	CENPU	9606.ENSP00000263753	9606.ENSP00000281453	0	0	0	0	0.178	0	0	0.392	0.478
SGOL1	TACC3	9606.ENSP00000263753	9606.ENSP00000326550	0	0	0	0	0.373	0	0	0.204	0.479
SGOL1	CCDC64	9606.ENSP00000263753	9606.ENSP00000380690	0	0	0	0	0	0	0	0.480	0.480
SGOL1	KIF20B	9606.ENSP00000263753	9606.ENSP00000360793	0	0	0	0	0.378	0.061	0	0.183	0.482
SGOL1	HORMAD1	9606.ENSP00000263753	9606.ENSP00000355167	0	0	0	0	0.062	0	0	0.509	0.520
SGOL1	PLK4	9606.ENSP00000263753	9606.ENSP00000270861	0	0	0	0	0.300	0.056	0	0.335	0.522
SGOL1	CDCA2	9606.ENSP00000263753	9606.ENSP00000328228	0	0	0	0	0.268	0	0	0.391	0.535
SGOL1	RACGAP1	9606.ENSP00000263753	9606.ENSP00000404190	0	0	0	0	0.442	0	0	0.212	0.541
SGOL1	PRC1	9606.ENSP00000263753	9606.ENSP00000377793	0	0	0	0	0.507	0	0	0.112	0.543
SGOL1	CENPK	9606.ENSP00000263753	9606.ENSP00000379911	0	0	0	0	0.271	0.128	0	0.345	0.547
SGOL1	KIFC1	9606.ENSP00000263753	9606.ENSP00000393963	0	0	0	0	0.344	0.061	0	0.324	0.547
SGOL1	UHRF1	9606.ENSP00000263753	9606.ENSP00000479617	0	0	0	0	0.506	0	0	0.128	0.551
SGOL1	KIAA1524	9606.ENSP00000263753	9606.ENSP00000295746	0	0	0	0	0.146	0	0	0.502	0.556
SGOL1	SPC25	9606.ENSP00000263753	9606.ENSP00000282074	0	0	0	0	0.487	0	0	0.181	0.562
SGOL1	CDC25C	9606.ENSP00000263753	9606.ENSP00000321656	0	0	0	0	0.480	0	0	0.199	0.566
SGOL1	RAD51	9606.ENSP00000263753	9606.ENSP00000372088	0	0	0	0	0.507	0.128	0	0.108	0.583
SGOL1	CLSPN	9606.ENSP00000263753	9606.ENSP00000312995	0	0	0	0	0.484	0	0	0.230	0.585
SGOL1	HMMR	9606.ENSP00000263753	9606.ENSP00000377492	0	0	0	0	0.528	0	0	0.157	0.585
SGOL1	ERCC6L	9606.ENSP00000263753	9606.ENSP00000334675	0	0	0	0	0.322	0.078	0	0.421	0.607
SGOL1	NCAPG2	9606.ENSP00000263753	9606.ENSP00000387007	0	0	0	0	0.545	0	0	0.197	0.619
SGOL1	KIF18B	9606.ENSP00000263753	9606.ENSP00000465992	0	0	0	0	0.478	0.061	0	0.295	0.624
SGOL1	DEPDC1	9606.ENSP00000263753	9606.ENSP00000412292	0	0	0	0	0.625	0	0	0	0.625
SGOL1	FAM83D	9606.ENSP00000263753	9606.ENSP00000481110	0	0	0	0	0.634	0	0	0	0.634
SGOL1	MKI67	9606.ENSP00000263753	9606.ENSP00000357643	0	0	0	0	0.541	0	0	0.240	0.636
SGOL1	HIST2H2AC	9606.ENSP00000263753	9606.ENSP00000332194	0	0	0	0	0.062	0.056	0	0.623	0.638
SGOL1	KNTC1	9606.ENSP00000263753	9606.ENSP00000328236	0	0	0	0	0.479	0	0	0.354	0.649
SGOL1	CENPH	9606.ENSP00000263753	9606.ENSP00000283006	0	0	0	0	0.269	0.391	0	0.278	0.650
SGOL1	CENPA	9606.ENSP00000263753	9606.ENSP00000336868	0	0	0	0	0	0.057	0	0.651	0.657
SGOL1	ARHGAP11A	9606.ENSP00000263753	9606.ENSP00000355090	0	0	0	0	0.666	0	0	0	0.666
SGOL1	MAD2L1	9606.ENSP00000263753	9606.ENSP00000296509	0	0	0	0	0.463	0.056	0	0.398	0.668
SGOL1	FANCI	9606.ENSP00000263753	9606.ENSP00000310842	0	0	0	0	0.578	0	0	0.272	0.680
SGOL1	HJURP	9606.ENSP00000263753	9606.ENSP00000414109	0	0	0	0	0.625	0	0	0.184	0.681
SGOL1	ECT2	9606.ENSP00000263753	9606.ENSP00000376457	0	0	0	0	0.688	0	0	0.173	0.731
SGOL1	CASC5	9606.ENSP00000263753	9606.ENSP00000335463	0	0	0	0	0.287	0	0	0.648	0.738
SGOL1	UBE2C	9606.ENSP00000263753	9606.ENSP00000348838	0	0	0	0	0.666	0.076	0	0.229	0.741
SGOL1	CENPW	9606.ENSP00000263753	9606.ENSP00000357308	0	0	0	0	0.641	0.131	0	0.268	0.751
SGOL1	CEP55	9606.ENSP00000263753	9606.ENSP00000360540	0	0	0	0	0.666	0	0	0.298	0.755
SGOL1	KIF4A	9606.ENSP00000263753	9606.ENSP00000363524	0	0	0	0	0.638	0.061	0	0.345	0.758
SGOL1	PTTG1	9606.ENSP00000263753	9606.ENSP00000377536	0	0	0	0	0.490	0	0	0.564	0.768
SGOL1	CENPF	9606.ENSP00000263753	9606.ENSP00000355922	0	0	0	0	0.615	0	0	0.465	0.785
SGOL1	KIF15	9606.ENSP00000263753	9606.ENSP00000324020	0	0	0	0	0.682	0.061	0	0.362	0.793
SGOL1	RRM2	9606.ENSP00000263753	9606.ENSP00000353770	0	0	0	0	0.765	0	0	0.195	0.802
SGOL1	CKAP2L	9606.ENSP00000263753	9606.ENSP00000305204	0	0	0	0	0.816	0	0	0	0.816
SGOL1	NUF2	9606.ENSP00000263753	9606.ENSP00000271452	0	0	0	0	0.665	0	0	0.483	0.819
SGOL1	CENPI	9606.ENSP00000263753	9606.ENSP00000362018	0	0	0	0	0.638	0.389	0	0.276	0.825
SGOL1	SHCBP1	9606.ENSP00000263753	9606.ENSP00000306473	0	0	0	0	0.830	0	0	0	0.830
SGOL1	KIAA0101	9606.ENSP00000263753	9606.ENSP00000300035	0	0	0	0	0.815	0	0	0.126	0.831
SGOL1	SKA3	9606.ENSP00000263753	9606.ENSP00000319417	0	0	0	0	0.671	0.172	0	0.434	0.832
SGOL1	SGOL2	9606.ENSP00000263753	9606.ENSP00000350447	0	0	0	0	0.394	0	0	0.767	0.853
SGOL1	PBK	9606.ENSP00000263753	9606.ENSP00000428489	0	0	0	0	0.828	0.077	0	0.260	0.872
SGOL1	CDCA3	9606.ENSP00000263753	9606.ENSP00000442068	0	0	0	0	0.824	0	0	0.323	0.875
SGOL1	MELK	9606.ENSP00000263753	9606.ENSP00000298048	0	0	0	0	0.831	0.058	0	0.287	0.877
SGOL1	TPX2	9606.ENSP00000263753	9606.ENSP00000300403	0	0	0	0	0.828	0	0	0.321	0.878
SGOL1	ASPM	9606.ENSP00000263753	9606.ENSP00000356379	0	0	0	0	0.832	0	0	0.310	0.879
SGOL1	NUSAP1	9606.ENSP00000263753	9606.ENSP00000453403	0	0	0	0	0.830	0	0	0.324	0.880
SGOL1	TOP2A	9606.ENSP00000263753	9606.ENSP00000411532	0	0	0	0	0.846	0	0	0.321	0.890
SGOL1	CCNB2	9606.ENSP00000263753	9606.ENSP00000288207	0	0	0	0	0.855	0.057	0	0.272	0.891
SGOL1	TTK	9606.ENSP00000263753	9606.ENSP00000358813	0	0	0	0	0.817	0	0	0.467	0.898
SGOL1	KIF20A	9606.ENSP00000263753	9606.ENSP00000378356	0	0	0	0	0.862	0.061	0	0.324	0.905
SGOL1	CCNA2	9606.ENSP00000263753	9606.ENSP00000274026	0	0	0	0	0.868	0.056	0	0.310	0.907
SGOL1	NEK2	9606.ENSP00000263753	9606.ENSP00000355966	0	0	0	0	0.854	0	0	0.423	0.912
SGOL1	CENPE	9606.ENSP00000263753	9606.ENSP00000265148	0	0	0	0	0.670	0.385	0	0.611	0.914
SGOL1	SKA1	9606.ENSP00000263753	9606.ENSP00000285116	0	0	0	0	0.811	0	0	0.577	0.916
SGOL1	ESCO2	9606.ENSP00000263753	9606.ENSP00000306999	0	0	0	0	0.810	0	0	0.586	0.918
SGOL1	CDC20	9606.ENSP00000263753	9606.ENSP00000361540	0	0	0	0	0.827	0.058	0	0.592	0.927
SGOL1	SPAG5	9606.ENSP00000263753	9606.ENSP00000323300	0	0	0	0	0.824	0.394	0	0.418	0.932
SGOL1	CDCA5	9606.ENSP00000263753	9606.ENSP00000275517	0	0	0	0	0.747	0.270	0	0.687	0.937
SGOL1	CDK1	9606.ENSP00000263753	9606.ENSP00000378699	0	0	0	0	0.849	0.076	0	0.656	0.948
SGOL1	KIF2C	9606.ENSP00000263753	9606.ENSP00000361298	0	0	0	0	0.855	0.261	0	0.603	0.954
SGOL1	BUB1B	9606.ENSP00000263753	9606.ENSP00000287598	0	0	0	0	0.859	0.282	0	0.737	0.971
SGOL1	CDCA8	9606.ENSP00000263753	9606.ENSP00000362146	0	0	0	0	0.857	0.270	0	0.798	0.977
SGOL1	BUB1	9606.ENSP00000263753	9606.ENSP00000302530	0	0	0	0	0.855	0.057	0	0.869	0.980
SGOL1	BIRC5	9606.ENSP00000263753	9606.ENSP00000301633	0	0	0	0	0.756	0.059	0.900	0.365	0.983
SGOL1	PLK1	9606.ENSP00000263753	9606.ENSP00000300093	0	0	0	0	0.427	0.281	0.900	0.673	0.984
SGOL1	AURKB	9606.ENSP00000263753	9606.ENSP00000313950	0	0	0	0	0.850	0.270	0.900	0.810	0.997
SGOL2	TRIP13	9606.ENSP00000350447	9606.ENSP00000166345	0	0	0	0	0.227	0	0	0.281	0.421
SGOL2	AURKA	9606.ENSP00000350447	9606.ENSP00000216911	0	0	0	0	0.353	0	0	0.270	0.508
SGOL2	RAD51AP1	9606.ENSP00000350447	9606.ENSP00000228843	0	0	0	0	0.539	0	0	0	0.539
SGOL2	NCAPH	9606.ENSP00000350447	9606.ENSP00000240423	0	0	0	0	0.369	0	0	0.308	0.545
SGOL2	DLGAP5	9606.ENSP00000350447	9606.ENSP00000247191	0	0	0	0	0.570	0	0	0.170	0.627
SGOL2	FAM64A	9606.ENSP00000350447	9606.ENSP00000250056	0	0	0	0	0.302	0	0	0.181	0.404
SGOL2	NCAPG	9606.ENSP00000350447	9606.ENSP00000251496	0	0	0	0	0.551	0	0	0.124	0.590
SGOL2	CCNB1	9606.ENSP00000350447	9606.ENSP00000256442	0	0	0	0	0.851	0	0	0.268	0.886
SGOL2	ESPL1	9606.ENSP00000350447	9606.ENSP00000257934	0	0	0	0	0.184	0	0	0.751	0.788
SGOL2	KIF23	9606.ENSP00000350447	9606.ENSP00000260363	0	0	0	0	0.414	0	0	0.333	0.592
SGOL2	KIF11	9606.ENSP00000350447	9606.ENSP00000260731	0	0	0	0	0.584	0	0	0.232	0.667
SGOL2	NDC80	9606.ENSP00000350447	9606.ENSP00000261597	0	0	0	0	0.524	0	0	0.373	0.688
SGOL2	KIF18A	9606.ENSP00000350447	9606.ENSP00000263181	0	0	0	0	0.401	0	0	0.193	0.496
SGOL2	SGOL1	9606.ENSP00000350447	9606.ENSP00000263753	0	0	0	0	0.394	0	0	0.767	0.853
SGOL2	CENPE	9606.ENSP00000350447	9606.ENSP00000265148	0	0	0	0	0.460	0	0	0.526	0.733
SGOL2	ANLN	9606.ENSP00000350447	9606.ENSP00000265748	0	0	0	0	0.426	0	0	0.107	0.465
SGOL2	NUF2	9606.ENSP00000350447	9606.ENSP00000271452	0	0	0	0	0.596	0	0	0.244	0.681
SGOL2	CCNA2	9606.ENSP00000350447	9606.ENSP00000274026	0	0	0	0	0.557	0	0	0.109	0.589
SGOL2	CDCA5	9606.ENSP00000350447	9606.ENSP00000275517	0	0	0	0	0.371	0	0	0.548	0.703
SGOL2	SPC25	9606.ENSP00000350447	9606.ENSP00000282074	0	0	0	0	0.344	0	0	0.220	0.466
SGOL2	CENPH	9606.ENSP00000350447	9606.ENSP00000283006	0	0	0	0	0.350	0	0	0.292	0.520
SGOL2	BUB1B	9606.ENSP00000350447	9606.ENSP00000287598	0	0	0	0	0.536	0	0	0.617	0.815
SGOL2	CCNB2	9606.ENSP00000350447	9606.ENSP00000288207	0	0	0	0	0.331	0	0	0.194	0.438
SGOL2	MAD2L1	9606.ENSP00000350447	9606.ENSP00000296509	0	0	0	0	0.458	0.478	0	0.181	0.748
SGOL2	MELK	9606.ENSP00000350447	9606.ENSP00000298048	0	0	0	0	0.496	0	0	0.122	0.539
SGOL2	PLK1	9606.ENSP00000350447	9606.ENSP00000300093	0	0	0	0	0.595	0	0	0.506	0.791
SGOL2	TPX2	9606.ENSP00000350447	9606.ENSP00000300403	0	0	0	0	0.426	0	0	0.193	0.517
SGOL2	BIRC5	9606.ENSP00000350447	9606.ENSP00000301633	0	0	0	0	0.339	0	0	0.151	0.415
SGOL2	BUB1	9606.ENSP00000350447	9606.ENSP00000302530	0	0	0	0	0.707	0	0	0.635	0.888
SGOL2	CKAP2L	9606.ENSP00000350447	9606.ENSP00000305204	0	0	0	0	0.466	0	0	0	0.466
SGOL2	SHCBP1	9606.ENSP00000350447	9606.ENSP00000306473	0	0	0	0	0.479	0	0	0.157	0.542
SGOL2	ESCO2	9606.ENSP00000350447	9606.ENSP00000306999	0	0	0	0	0.348	0	0	0.352	0.559
SGOL2	AURKB	9606.ENSP00000350447	9606.ENSP00000313950	0	0	0	0	0.667	0	0	0.658	0.881
SGOL2	CDC25C	9606.ENSP00000350447	9606.ENSP00000321656	0	0	0	0	0.322	0	0	0.210	0.442
SGOL2	SPAG5	9606.ENSP00000350447	9606.ENSP00000323300	0	0	0	0	0.375	0	0	0.429	0.628
SGOL2	KIF15	9606.ENSP00000350447	9606.ENSP00000324020	0	0	0	0	0.331	0	0	0.214	0.452
SGOL2	CDCA2	9606.ENSP00000350447	9606.ENSP00000328228	0	0	0	0	0.464	0	0	0.293	0.605
SGOL2	KNTC1	9606.ENSP00000350447	9606.ENSP00000328236	0	0	0	0	0.463	0	0	0.333	0.626
SGOL2	PARPBP	9606.ENSP00000350447	9606.ENSP00000332915	0	0	0	0	0.532	0	0	0	0.532
SGOL2	ERCC6L	9606.ENSP00000350447	9606.ENSP00000334675	0	0	0	0	0.215	0	0	0.369	0.483
SGOL2	CDKN3	9606.ENSP00000350447	9606.ENSP00000335357	0	0	0	0	0.395	0	0	0.053	0.403
SGOL2	CASC5	9606.ENSP00000350447	9606.ENSP00000335463	0	0	0	0	0.361	0	0	0.587	0.724
SGOL2	CENPA	9606.ENSP00000350447	9606.ENSP00000336868	0	0	0	0	0.190	0	0	0.408	0.500
SGOL2	SYCP2	9606.ENSP00000350447	9606.ENSP00000350162	0	0	0	0	0.062	0	0	0.398	0.411
SGOL2	NCAPG2	9606.ENSP00000350447	9606.ENSP00000387007	0	0	0	0	0.378	0	0	0.084	0.407
SGOL2	ECT2	9606.ENSP00000350447	9606.ENSP00000376457	0	0	0	0	0.406	0	0	0.048	0.410
SGOL2	MKI67	9606.ENSP00000350447	9606.ENSP00000357643	0	0	0	0	0.420	0	0	0.072	0.439
SGOL2	PRC1	9606.ENSP00000350447	9606.ENSP00000377793	0	0	0	0	0.444	0	0	0	0.444
SGOL2	DEPDC1	9606.ENSP00000350447	9606.ENSP00000412292	0	0	0	0	0.455	0	0	0	0.455
SGOL2	ARHGAP11A	9606.ENSP00000350447	9606.ENSP00000355090	0	0	0	0	0.464	0	0	0	0.464
SGOL2	KIF20A	9606.ENSP00000350447	9606.ENSP00000378356	0	0	0	0	0.347	0	0	0.215	0.466
SGOL2	PTTG1	9606.ENSP00000350447	9606.ENSP00000377536	0	0	0	0	0.184	0	0	0.390	0.480
SGOL2	TOP2A	9606.ENSP00000350447	9606.ENSP00000411532	0	0	0	0	0.488	0	0	0.046	0.491
SGOL2	NEK2	9606.ENSP00000350447	9606.ENSP00000355966	0	0	0	0	0.285	0	0	0.324	0.496
SGOL2	CENPI	9606.ENSP00000350447	9606.ENSP00000362018	0	0	0	0	0.474	0	0	0.113	0.514
SGOL2	HMMR	9606.ENSP00000350447	9606.ENSP00000377492	0	0	0	0	0.517	0	0	0	0.517
SGOL2	FIGNL1	9606.ENSP00000350447	9606.ENSP00000410811	0	0	0	0	0.400	0	0	0.246	0.528
SGOL2	CEP55	9606.ENSP00000350447	9606.ENSP00000360540	0	0	0	0	0.470	0	0	0.232	0.576
SGOL2	BRCA1	9606.ENSP00000350447	9606.ENSP00000418960	0	0	0	0	0.213	0.459	0	0.090	0.578
SGOL2	CDK1	9606.ENSP00000350447	9606.ENSP00000378699	0	0	0	0	0.422	0	0	0.330	0.596
SGOL2	KIF4A	9606.ENSP00000350447	9606.ENSP00000363524	0	0	0	0	0.500	0	0	0.234	0.601
SGOL2	KIF18B	9606.ENSP00000350447	9606.ENSP00000465992	0	0	0	0	0.499	0	0	0.270	0.618
SGOL2	CDC20	9606.ENSP00000350447	9606.ENSP00000361540	0	0	0	0	0.435	0	0	0.386	0.638
SGOL2	KIF20B	9606.ENSP00000350447	9606.ENSP00000360793	0	0	0	0	0.519	0	0	0.288	0.643
SGOL2	ASPM	9606.ENSP00000350447	9606.ENSP00000356379	0	0	0	0	0.606	0	0	0.177	0.662
SGOL2	HORMAD1	9606.ENSP00000350447	9606.ENSP00000355167	0	0	0	0	0	0	0	0.681	0.681
SGOL2	CENPF	9606.ENSP00000350447	9606.ENSP00000355922	0	0	0	0	0.596	0	0	0.409	0.751
SGOL2	TTK	9606.ENSP00000350447	9606.ENSP00000358813	0	0	0	0	0.700	0	0	0.274	0.773
SGOL2	PBK	9606.ENSP00000350447	9606.ENSP00000428489	0	0	0	0	0.828	0	0	0	0.828
SGOL2	CDCA8	9606.ENSP00000350447	9606.ENSP00000362146	0	0	0	0	0.557	0.320	0	0.556	0.854
SGOL2	KIF2C	9606.ENSP00000350447	9606.ENSP00000361298	0	0	0	0	0.324	0.270	0	0.952	0.974
SHCBP1	TRIP13	9606.ENSP00000306473	9606.ENSP00000166345	0	0	0	0	0.616	0	0	0.066	0.626
SHCBP1	CDC6	9606.ENSP00000306473	9606.ENSP00000209728	0	0	0	0	0.645	0	0	0.134	0.680
SHCBP1	CENPM	9606.ENSP00000306473	9606.ENSP00000215980	0	0	0	0	0.264	0	0	0.235	0.413
SHCBP1	AURKA	9606.ENSP00000306473	9606.ENSP00000216911	0	0	0	0	0.749	0	0	0.058	0.753
SHCBP1	ORC6	9606.ENSP00000306473	9606.ENSP00000219097	0	0	0	0	0.566	0	0	0.281	0.675
SHCBP1	OIP5	9606.ENSP00000306473	9606.ENSP00000220514	0	0	0	0	0.595	0	0	0	0.595
SHCBP1	RAD51AP1	9606.ENSP00000306473	9606.ENSP00000228843	0	0	0	0	0.614	0	0	0.196	0.677
SHCBP1	NCAPH	9606.ENSP00000306473	9606.ENSP00000240423	0	0	0	0	0.831	0	0	0.124	0.846
SHCBP1	MND1	9606.ENSP00000306473	9606.ENSP00000240488	0	0	0	0	0.566	0	0	0	0.566
SHCBP1	DLGAP5	9606.ENSP00000306473	9606.ENSP00000247191	0	0	0	0	0.777	0	0	0.193	0.813
SHCBP1	FAM64A	9606.ENSP00000306473	9606.ENSP00000250056	0	0	0	0	0.386	0	0	0.405	0.619
SHCBP1	NCAPG	9606.ENSP00000306473	9606.ENSP00000251496	0	0	0	0	0.947	0	0	0.066	0.948
SHCBP1	GINS2	9606.ENSP00000306473	9606.ENSP00000253462	0	0	0	0	0.429	0	0	0	0.429
SHCBP1	CCNB1	9606.ENSP00000306473	9606.ENSP00000256442	0	0	0	0	0.775	0	0	0.230	0.819
SHCBP1	TROAP	9606.ENSP00000306473	9606.ENSP00000257909	0	0	0	0	0.377	0	0	0.321	0.559
SHCBP1	ESPL1	9606.ENSP00000306473	9606.ENSP00000257934	0	0	0	0	0.439	0	0	0	0.439
SHCBP1	KIF23	9606.ENSP00000306473	9606.ENSP00000260363	0	0	0	0	0.714	0.773	0	0.375	0.956
SHCBP1	KIF11	9606.ENSP00000306473	9606.ENSP00000260731	0	0	0	0	0.783	0.075	0	0.066	0.796
SHCBP1	NDC80	9606.ENSP00000306473	9606.ENSP00000261597	0	0	0	0	0.826	0	0	0	0.826
SHCBP1	KIF18A	9606.ENSP00000306473	9606.ENSP00000263181	0	0	0	0	0.625	0.075	0	0.153	0.681
SHCBP1	ASF1B	9606.ENSP00000306473	9606.ENSP00000263382	0	0	0	0	0.713	0	0	0.113	0.735
SHCBP1	SGOL1	9606.ENSP00000306473	9606.ENSP00000263753	0	0	0	0	0.830	0	0	0	0.830
SHCBP1	MCM6	9606.ENSP00000306473	9606.ENSP00000264156	0	0	0	0	0.396	0	0	0.047	0.400
SHCBP1	NEIL3	9606.ENSP00000306473	9606.ENSP00000264596	0	0	0	0	0.392	0	0	0.113	0.437
SHCBP1	DEPDC1B	9606.ENSP00000306473	9606.ENSP00000265036	0	0	0	0	0.357	0	0	0.224	0.480
SHCBP1	CENPE	9606.ENSP00000306473	9606.ENSP00000265148	0	0	0	0	0.773	0.075	0	0.260	0.831
SHCBP1	ANLN	9606.ENSP00000306473	9606.ENSP00000265748	0	0	0	0	0.608	0.270	0	0.473	0.836
SHCBP1	TICRR	9606.ENSP00000306473	9606.ENSP00000268138	0	0	0	0	0.321	0	0	0.155	0.402
SHCBP1	PLK4	9606.ENSP00000306473	9606.ENSP00000270861	0	0	0	0	0.424	0	0	0.053	0.431
SHCBP1	NUF2	9606.ENSP00000306473	9606.ENSP00000271452	0	0	0	0	0.762	0	0	0	0.762
